Time	a	ax	ay	az
5.900	13.740	1.300	-0.960	-13.650
5.925	13.740	1.300	-0.960	-13.650
5.950	6.570	-0.330	-0.610	-6.530
5.975	5.940	2.240	1.870	-5.180
6.000	5.270	0.640	1.030	-5.130
6.025	5.270	0.640	1.030	-5.130
6.050	5.270	0.640	1.030	-5.130
6.075	5.270	0.640	1.030	-5.130
6.100	8.280	-3.210	0.220	-7.630
6.125	7.860	-2.450	0.090	-7.470
6.150	7.800	-2.180	0.700	-7.460
6.175	7.820	-2.180	2.110	-7.210
6.200	7.750	-1.650	2.030	-7.300
6.225	8.580	-1.760	2.030	-8.150
6.250	8.580	-1.760	2.030	-8.150
6.275	8.580	-1.760	2.030	-8.150
6.300	8.580	-1.760	2.030	-8.150
6.325	7.310	-5.390	1.330	-4.750
6.350	7.310	-5.390	1.330	-4.750
