Time	a	ax	ay	az
t in s	a/m/s²	ax/m/s²	ay/m/s²	az/m/s²

0.0	9.25	0.92	-8.03	-4.50
0.05263157894736842	9.25	0.92	-8.03	-4.50
0.10526315789473684	9.25	0.92	-8.03	-4.50
0.15789473684210525	9.25	0.92	-8.03	-4.50
0.21052631578947367	9.25	0.92	-8.03	-4.50
0.2631578947368421	10.86	1.29	-8.13	-7.07
0.3157894736842105	10.97	-1.23	-8.54	-6.78
0.3684210526315789	10.44	-0.85	-8.99	-5.24
0.42105263157894735	8.54	0.94	-6.24	-5.75
0.47368421052631576	10.24	-0.35	-6.10	-8.22
0.5263157894736842	10.41	1.97	-7.17	-7.28
0.5789473684210527	10.90	1.01	-7.70	-7.65
0.631578947368421	8.33	1.22	-5.01	-6.55
0.6842105263157894	10.36	1.16	-8.21	-6.22
0.7368421052631577	9.12	1.05	-6.44	-6.37
0.7894736842105261	9.47	1.45	-6.87	-6.35
0.8421052631578945	10.80	1.16	-8.28	-6.83
0.8947368421052628	8.45	-0.01	-6.75	-5.08
0.9473684210526312	10.60	0.87	-7.00	-7.92
0.9999999999999996	12.20	0.90	-8.41	-8.79
1.052631578947368	11.32	2.05	-7.63	-8.10
1.1052631578947363	9.24	1.04	-5.86	-7.07
1.1578947368421046	8.51	0.42	-7.01	-4.82
1.210526315789473	9.67	0.78	-6.61	-7.01
1.2631578947368414	8.91	0.06	-6.84	-5.70
1.3157894736842097	11.92	1.12	-8.60	-8.17
1.368421052631578	11.30	0.36	-8.31	-7.65
1.4210526315789465	9.84	-0.22	-7.82	-5.96
1.4736842105263148	9.02	0.26	-6.94	-5.76
1.5263157894736832	10.60	-0.07	-6.97	-7.98
1.5789473684210515	11.42	-0.60	-8.85	-7.19
1.63157894736842	10.45	0.20	-8.86	-5.53
1.6842105263157883	10.64	0.36	-8.77	-6.02
1.7368421052631566	8.91	1.28	-7.11	-5.20
1.789473684210525	11.89	-0.24	-8.51	-8.30
1.8421052631578934	10.42	-0.87	-8.36	-6.16
1.8947368421052617	10.94	2.09	-7.40	-7.78
1.94736842105263	7.48	1.49	-5.69	-4.62
1.9999999999999984	10.88	1.08	-6.51	-8.65
2.052631578947367	11.93	2.48	-8.11	-8.38
2.1052631578947354	9.16	1.38	-7.55	-4.99
2.157894736842104	12.36	1.15	-8.95	-8.44
2.2105263157894726	11.56	1.67	-8.63	-7.51
2.263157894736841	8.86	0.10	-7.57	-4.61
2.3157894736842097	10.59	0.61	-7.31	-7.65
2.3684210526315783	9.25	0.15	-7.05	-5.98
2.421052631578947	8.98	0.27	-7.12	-5.46
2.4736842105263155	8.38	0.80	-5.47	-6.30
2.526315789473684	11.02	-0.49	-7.29	-8.25
2.5789473684210527	10.58	1.28	-7.74	-7.11
2.6315789473684212	10.52	2.05	-7.01	-7.58
2.68421052631579	10.32	-0.58	-7.25	-7.32
2.7368421052631584	10.37	0.47	-7.41	-7.24
2.789473684210527	8.93	2.62	-5.89	-6.18
2.8421052631578956	9.10	0.96	-5.92	-6.84
2.894736842105264	8.63	-1.04	-6.64	-5.41
2.9473684210526327	9.39	1.46	-7.04	-6.05
3.0000000000000013	12.04	1.43	-6.96	-9.72
3.05263157894737	10.71	1.16	-7.62	-7.43
3.1052631578947385	9.96	1.04	-7.90	-5.97
3.157894736842107	11.90	-0.39	-8.33	-8.50
3.2105263157894757	11.68	-0.75	-9.00	-7.40
3.2631578947368443	9.77	0.32	-7.55	-6.19
3.315789473684213	10.18	-0.00	-7.62	-6.75
3.3684210526315814	12.38	1.21	-8.70	-8.73
3.42105263157895	11.82	0.97	-8.44	-8.21
