Time	a	ax	ay	az
t in s	a/m/s²	ax/m/s²	ay/m/s²	az/m/s²

0.0	9.91	-0.51	-6.49	-7.47
0.05263157894736842	9.89	-0.69	-6.65	-7.29
0.10526315789473684	9.83	-0.37	-6.15	-7.67
0.15789473684210525	9.94	-0.66	-6.49	-7.50
0.21052631578947367	9.98	-0.76	-6.40	-7.62
0.2631578947368421	9.86	-0.80	-6.28	-7.55
0.3157894736842105	10.04	-0.63	-6.28	-7.80
0.3684210526315789	9.99	-0.59	-6.34	-7.70
0.42105263157894735	10.01	-0.82	-6.54	-7.54
0.47368421052631576	9.98	-0.50	-6.16	-7.84
0.5263157894736842	9.91	-0.67	-6.34	-7.60
0.5789473684210527	9.99	-0.60	-6.50	-7.56
0.631578947368421	9.92	-0.47	-6.20	-7.72
0.6842105263157894	9.94	-0.69	-6.38	-7.58
0.7368421052631577	10.09	-0.72	-6.42	-7.75
0.7894736842105261	9.80	-0.57	-6.40	-7.40
0.8421052631578945	9.99	-0.46	-6.18	-7.84
0.8947368421052628	10.04	-0.71	-6.46	-7.65
0.9473684210526312	9.91	-0.55	-6.52	-7.44
0.9999999999999996	9.88	-0.51	-6.44	-7.47
1.052631578947368	10.08	-0.55	-6.32	-7.83
1.1052631578947363	9.93	-0.67	-6.33	-7.62
1.1578947368421046	9.85	-0.63	-6.54	-7.33
1.210526315789473	10.03	-0.46	-6.23	-7.85
1.2631578947368414	10.03	-0.57	-6.39	-7.71
1.3157894736842097	9.89	-0.58	-6.37	-7.54
1.368421052631578	9.77	-0.55	-6.43	-7.33
1.4210526315789465	10.00	-0.56	-6.55	-7.54
1.4736842105263148	10.06	-0.66	-6.53	-7.63
1.5263157894736832	10.08	-0.52	-6.43	-7.75
1.5789473684210515	9.99	-0.52	-6.50	-7.56
1.63157894736842	9.85	-0.43	-6.48	-7.40
1.6842105263157883	9.84	-0.43	-6.58	-7.31
1.7368421052631566	9.78	-0.61	-6.77	-7.02
1.789473684210525	9.90	-0.81	-7.04	-6.91
1.8421052631578934	9.83	-0.77	-7.21	-6.65
1.8947368421052617	10.21	-0.89	-7.63	-6.73
1.94736842105263	10.14	-0.83	-7.75	-6.48
1.9999999999999984	10.31	-0.63	-7.90	-6.60
2.052631578947367	10.46	-0.82	-8.14	-6.52
2.1052631578947354	10.28	-0.21	-7.88	-6.60
2.157894736842104	10.03	-0.40	-7.68	-6.45
2.2105263157894726	9.82	-0.55	-7.48	-6.34
2.263157894736841	9.80	-0.54	-7.49	-6.30
2.3157894736842097	10.17	-0.30	-7.87	-6.43
2.3684210526315783	10.34	-0.26	-7.75	-6.84
2.421052631578947	9.85	-0.46	-7.66	-6.17
2.4736842105263155	10.01	-0.49	-7.79	-6.27
2.526315789473684	10.03	-0.45	-7.75	-6.35
2.5789473684210527	10.10	-0.56	-7.66	-6.56
2.6315789473684212	10.19	-0.60	-7.52	-6.85
2.68421052631579	10.09	-0.31	-7.23	-7.02
2.7368421052631584	10.05	-0.47	-6.81	-7.37
2.789473684210527	9.92	-0.46	-6.78	-7.22
2.8421052631578956	10.35	-0.29	-6.51	-8.04
2.894736842105264	9.38	-0.30	-6.13	-7.10
2.9473684210526327	10.31	-0.47	-6.58	-7.92
3.0000000000000013	9.83	-0.22	-6.30	-7.55
3.05263157894737	10.08	-0.43	-6.64	-7.57
3.1052631578947385	9.79	-0.40	-6.54	-7.27
3.157894736842107	9.95	-0.62	-7.12	-6.92
3.2105263157894757	9.61	-0.52	-7.20	-6.35
3.2631578947368443	10.16	-0.65	-7.43	-6.90
3.315789473684213	10.18	-0.64	-7.38	-6.99
