Time	a	ax	ay	az
t in s	a/m/s²	ax/m/s²	ay/m/s²	az/m/s²

0.0	9.892	-0.289	-0.152	-9.887
0.025	9.908	-0.255	-0.123	-9.904
0.05	9.900	-0.309	-0.135	-9.894
0.07500000000000001	9.901	-0.271	-0.132	-9.897
0.1	9.940	-0.292	-0.114	-9.935
0.125	9.876	-0.309	-0.103	-9.870
0.15	9.902	-0.290	-0.143	-9.897
0.175	9.940	-0.294	-0.101	-9.935
0.19999999999999998	9.904	-0.296	-0.110	-9.899
0.22499999999999998	9.904	-0.296	-0.110	-9.899
0.24999999999999997	9.927	-0.289	-0.128	-9.922
0.27499999999999997	9.919	-0.301	-0.073	-9.915
0.3	9.950	-0.255	-0.142	-9.946
0.325	9.869	-0.284	-0.164	-9.863
0.35000000000000003	9.908	-0.314	-0.099	-9.903
0.37500000000000006	9.913	-0.267	-0.128	-9.909
0.4000000000000001	9.908	-0.334	-0.168	-9.901
0.4250000000000001	9.868	-0.300	-0.087	-9.863
0.4500000000000001	9.868	-0.300	-0.087	-9.863
0.47500000000000014	9.938	-0.317	-0.245	-9.930
0.5000000000000001	9.898	-0.297	-0.161	-9.892
0.5250000000000001	9.908	-0.285	-0.046	-9.904
0.5500000000000002	9.917	-0.304	-0.098	-9.912
0.5750000000000002	9.901	-0.284	-0.166	-9.895
0.6000000000000002	9.950	-0.292	-0.052	-9.946
0.6250000000000002	9.921	-0.304	-0.177	-9.915
0.6500000000000002	9.890	-0.319	-0.229	-9.882
0.6750000000000003	9.919	-0.294	-0.045	-9.915
0.7000000000000003	9.900	-0.302	-0.093	-9.895
0.7250000000000003	9.919	-0.319	-0.209	-9.912
0.7500000000000003	9.917	-0.317	-0.117	-9.911
0.7750000000000004	9.894	-0.285	-0.050	-9.889
0.8000000000000004	9.929	-0.316	-0.213	-9.922
0.8250000000000004	9.924	-0.300	-0.160	-9.918
0.8500000000000004	9.904	-0.310	-0.053	-9.899
0.8750000000000004	9.927	-0.305	-0.134	-9.922
0.9000000000000005	9.894	-0.297	-0.214	-9.887
0.9250000000000005	9.900	-0.294	-0.056	-9.895
0.9500000000000005	9.909	-0.289	-0.154	-9.904
0.9750000000000005	9.900	-0.303	-0.198	-9.893
1.0000000000000004	9.925	-0.308	-0.109	-9.919
1.0250000000000004	9.905	-0.300	-0.083	-9.900
1.0500000000000003	9.929	-0.297	-0.172	-9.923
1.0750000000000002	9.910	-0.307	-0.120	-9.905
1.1	9.912	-0.307	-0.080	-9.907
1.125	9.913	-0.297	-0.165	-9.907
1.15	9.904	-0.300	-0.160	-9.898
1.1749999999999998	9.898	-0.272	-0.062	-9.894
1.1999999999999997	9.917	-0.310	-0.091	-9.912
1.2249999999999996	9.895	-0.304	-0.195	-9.888
1.2499999999999996	9.909	-0.316	-0.088	-9.904
1.2749999999999995	9.903	-0.307	-0.103	-9.898
1.2999999999999994	9.901	-0.310	-0.183	-9.894
1.3249999999999993	9.928	-0.310	-0.114	-9.923
1.3499999999999992	9.926	-0.316	-0.086	-9.921
1.3749999999999991	9.909	-0.291	-0.155	-9.904
1.399999999999999	9.926	-0.303	-0.124	-9.921
1.424999999999999	9.913	-0.286	-0.086	-9.909
1.4499999999999988	9.910	-0.311	-0.155	-9.904
1.4749999999999988	9.928	-0.311	-0.161	-9.922
1.4999999999999987	9.904	-0.294	-0.095	-9.899
1.5249999999999986	9.892	-0.309	-0.131	-9.886
1.5499999999999985	9.898	-0.310	-0.171	-9.892
1.5749999999999984	9.920	-0.290	-0.091	-9.916
1.5999999999999983	9.901	-0.321	-0.117	-9.895
